movieId,userId,rating,title,imdb_id
1371,1,2.5,Rocky III,tt0084602
1371,4,4.0,Rocky III,tt0084602
1371,7,3.0,Rocky III,tt0084602
1371,19,4.0,Rocky III,tt0084602
1371,21,3.0,Rocky III,tt0084602
1371,22,2.0,Rocky III,tt0084602
1371,41,3.5,Rocky III,tt0084602
1371,78,4.0,Rocky III,tt0084602
1371,118,3.0,Rocky III,tt0084602
1371,130,3.0,Rocky III,tt0084602
1371,150,2.5,Rocky III,tt0084602
1371,202,4.0,Rocky III,tt0084602
1371,207,0.5,Rocky III,tt0084602
1371,217,4.5,Rocky III,tt0084602
1371,232,4.0,Rocky III,tt0084602
1371,281,4.0,Rocky III,tt0084602
1371,285,3.0,Rocky III,tt0084602
1371,290,4.0,Rocky III,tt0084602
1371,310,1.0,Rocky III,tt0084602
1371,311,3.0,Rocky III,tt0084602
1371,325,3.5,Rocky III,tt0084602
1371,346,3.0,Rocky III,tt0084602
1371,363,2.0,Rocky III,tt0084602
1371,370,3.5,Rocky III,tt0084602
1371,390,3.0,Rocky III,tt0084602
1371,439,1.0,Rocky III,tt0084602
1371,458,3.5,Rocky III,tt0084602
1371,463,3.0,Rocky III,tt0084602
1371,466,3.0,Rocky III,tt0084602
1371,477,5.0,Rocky III,tt0084602
1371,509,3.0,Rocky III,tt0084602
1371,514,4.0,Rocky III,tt0084602
1371,518,3.0,Rocky III,tt0084602
1371,527,4.0,Rocky III,tt0084602
1371,529,2.0,Rocky III,tt0084602
1371,533,3.0,Rocky III,tt0084602
1371,546,4.5,Rocky III,tt0084602
1371,547,1.0,Rocky III,tt0084602
1371,564,4.0,Rocky III,tt0084602
1371,574,3.0,Rocky III,tt0084602
1371,575,1.0,Rocky III,tt0084602
1371,580,2.5,Rocky III,tt0084602
1371,592,1.0,Rocky III,tt0084602
1371,607,4.0,Rocky III,tt0084602
1371,624,3.0,Rocky III,tt0084602
1371,634,3.5,Rocky III,tt0084602
1371,654,4.0,Rocky III,tt0084602
1405,1,1.0,Greed,tt0015881
1405,7,5.0,Greed,tt0015881
1405,15,3.0,Greed,tt0015881
1405,19,3.0,Greed,tt0015881
1405,25,3.0,Greed,tt0015881
1405,26,1.5,Greed,tt0015881
1405,73,3.5,Greed,tt0015881
1405,87,2.0,Greed,tt0015881
1405,102,4.0,Greed,tt0015881
1405,150,3.0,Greed,tt0015881
1405,154,4.0,Greed,tt0015881
1405,165,4.0,Greed,tt0015881
1405,198,3.0,Greed,tt0015881
1405,207,2.5,Greed,tt0015881
1405,224,4.0,Greed,tt0015881
1405,247,3.0,Greed,tt0015881
1405,285,2.0,Greed,tt0015881
1405,306,4.0,Greed,tt0015881
1405,312,3.0,Greed,tt0015881
1405,361,3.0,Greed,tt0015881
1405,380,3.0,Greed,tt0015881
1405,384,3.0,Greed,tt0015881
1405,388,3.0,Greed,tt0015881
1405,390,1.0,Greed,tt0015881
1405,420,1.0,Greed,tt0015881
1405,423,3.5,Greed,tt0015881
1405,428,3.0,Greed,tt0015881
1405,457,2.5,Greed,tt0015881
1405,461,2.0,Greed,tt0015881
1405,468,3.0,Greed,tt0015881
1405,472,3.0,Greed,tt0015881
1405,502,3.0,Greed,tt0015881
1405,509,2.5,Greed,tt0015881
1405,534,5.0,Greed,tt0015881
1405,547,4.0,Greed,tt0015881
1405,564,4.0,Greed,tt0015881
1405,580,1.5,Greed,tt0015881
1405,586,4.0,Greed,tt0015881
1405,605,3.0,Greed,tt0015881
1405,606,3.0,Greed,tt0015881
1405,607,3.5,Greed,tt0015881
1405,617,2.0,Greed,tt0015881
1405,624,4.0,Greed,tt0015881
1405,634,3.0,Greed,tt0015881
1405,654,4.5,Greed,tt0015881
1405,664,3.0,Greed,tt0015881
2105,1,4.0,American Pie,tt0163651
2105,4,4.0,American Pie,tt0163651
2105,15,4.0,American Pie,tt0163651
2105,30,2.0,American Pie,tt0163651
2105,34,4.0,American Pie,tt0163651
2105,35,3.5,American Pie,tt0163651
2105,41,5.0,American Pie,tt0163651
2105,49,3.0,American Pie,tt0163651
2105,59,1.0,American Pie,tt0163651
2105,73,3.0,American Pie,tt0163651
2105,77,4.0,American Pie,tt0163651
2105,95,3.0,American Pie,tt0163651
2105,102,3.0,American Pie,tt0163651
2105,119,3.0,American Pie,tt0163651
2105,130,4.0,American Pie,tt0163651
2105,185,3.0,American Pie,tt0163651
2105,195,3.0,American Pie,tt0163651
2105,197,5.0,American Pie,tt0163651
2105,212,3.0,American Pie,tt0163651
2105,214,4.0,American Pie,tt0163651
2105,232,5.0,American Pie,tt0163651
2105,257,1.0,American Pie,tt0163651
2105,285,3.0,American Pie,tt0163651
2105,287,4.0,American Pie,tt0163651
2105,294,3.5,American Pie,tt0163651
2105,312,4.0,American Pie,tt0163651
2105,328,3.0,American Pie,tt0163651
2105,346,5.0,American Pie,tt0163651
2105,363,3.0,American Pie,tt0163651
2105,380,4.0,American Pie,tt0163651
2105,401,4.0,American Pie,tt0163651
2105,461,2.5,American Pie,tt0163651
2105,463,4.0,American Pie,tt0163651
2105,468,3.0,American Pie,tt0163651
2105,470,3.0,American Pie,tt0163651
2105,497,1.0,American Pie,tt0163651
2105,509,3.0,American Pie,tt0163651
2105,518,3.0,American Pie,tt0163651
2105,525,4.0,American Pie,tt0163651
2105,533,4.0,American Pie,tt0163651
2105,561,4.5,American Pie,tt0163651
2105,564,4.0,American Pie,tt0163651
2105,575,4.0,American Pie,tt0163651
2105,577,4.0,American Pie,tt0163651
2105,580,4.0,American Pie,tt0163651
2105,624,4.0,American Pie,tt0163651
2105,654,3.5,American Pie,tt0163651
2193,1,2.0,My Tutor,tt0085980
2193,4,3.0,My Tutor,tt0085980
2193,30,3.0,My Tutor,tt0085980
2193,33,2.0,My Tutor,tt0085980
2193,57,5.0,My Tutor,tt0085980
2193,59,0.5,My Tutor,tt0085980
2193,73,4.0,My Tutor,tt0085980
2193,95,5.0,My Tutor,tt0085980
2193,98,2.5,My Tutor,tt0085980
2193,102,3.0,My Tutor,tt0085980
2193,119,4.0,My Tutor,tt0085980
2193,185,3.0,My Tutor,tt0085980
2193,195,3.0,My Tutor,tt0085980
2193,212,2.5,My Tutor,tt0085980
2193,213,2.5,My Tutor,tt0085980
2193,228,5.0,My Tutor,tt0085980
2193,232,5.0,My Tutor,tt0085980
2193,243,3.5,My Tutor,tt0085980
2193,247,4.0,My Tutor,tt0085980
2193,253,3.0,My Tutor,tt0085980
2193,294,3.5,My Tutor,tt0085980
2193,295,4.0,My Tutor,tt0085980
2193,303,3.0,My Tutor,tt0085980
2193,325,1.0,My Tutor,tt0085980
2193,346,4.0,My Tutor,tt0085980
2193,384,2.5,My Tutor,tt0085980
2193,405,4.0,My Tutor,tt0085980
2193,461,3.0,My Tutor,tt0085980
2193,463,3.0,My Tutor,tt0085980
2193,466,2.0,My Tutor,tt0085980
2193,468,2.5,My Tutor,tt0085980
2193,509,2.0,My Tutor,tt0085980
2193,518,5.0,My Tutor,tt0085980
2193,525,4.0,My Tutor,tt0085980
2193,564,4.0,My Tutor,tt0085980
2193,575,5.0,My Tutor,tt0085980
2193,579,0.5,My Tutor,tt0085980
2193,580,3.5,My Tutor,tt0085980
2193,604,1.0,My Tutor,tt0085980
2193,607,4.5,My Tutor,tt0085980
2193,654,4.0,My Tutor,tt0085980
2193,665,3.0,My Tutor,tt0085980
2294,1,2.0,Jay and Silent Bob Strike Back,tt0261392
2294,5,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,9,2.0,Jay and Silent Bob Strike Back,tt0261392
2294,15,2.0,Jay and Silent Bob Strike Back,tt0261392
2294,48,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,73,3.5,Jay and Silent Bob Strike Back,tt0261392
2294,95,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,105,3.5,Jay and Silent Bob Strike Back,tt0261392
2294,130,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,150,2.5,Jay and Silent Bob Strike Back,tt0261392
2294,185,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,190,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,193,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,195,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,212,2.5,Jay and Silent Bob Strike Back,tt0261392
2294,213,2.0,Jay and Silent Bob Strike Back,tt0261392
2294,220,5.0,Jay and Silent Bob Strike Back,tt0261392
2294,226,2.0,Jay and Silent Bob Strike Back,tt0261392
2294,236,3.5,Jay and Silent Bob Strike Back,tt0261392
2294,276,3.5,Jay and Silent Bob Strike Back,tt0261392
2294,285,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,290,5.0,Jay and Silent Bob Strike Back,tt0261392
2294,295,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,304,3.5,Jay and Silent Bob Strike Back,tt0261392
2294,328,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,363,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,373,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,381,5.0,Jay and Silent Bob Strike Back,tt0261392
2294,412,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,452,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,458,2.0,Jay and Silent Bob Strike Back,tt0261392
2294,461,1.5,Jay and Silent Bob Strike Back,tt0261392
2294,468,2.5,Jay and Silent Bob Strike Back,tt0261392
2294,472,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,480,4.5,Jay and Silent Bob Strike Back,tt0261392
2294,518,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,534,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,546,5.0,Jay and Silent Bob Strike Back,tt0261392
2294,557,1.5,Jay and Silent Bob Strike Back,tt0261392
2294,559,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,560,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,561,2.5,Jay and Silent Bob Strike Back,tt0261392
2294,562,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,564,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,580,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,582,2.0,Jay and Silent Bob Strike Back,tt0261392
2294,595,1.0,Jay and Silent Bob Strike Back,tt0261392
2294,607,3.5,Jay and Silent Bob Strike Back,tt0261392
2294,608,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,611,3.0,Jay and Silent Bob Strike Back,tt0261392
2294,646,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,654,4.0,Jay and Silent Bob Strike Back,tt0261392
2294,656,5.0,Jay and Silent Bob Strike Back,tt0261392
2455,1,2.5,Confidentially Yours,tt0086551
2455,15,3.5,Confidentially Yours,tt0086551
2455,17,4.0,Confidentially Yours,tt0086551
2455,41,3.0,Confidentially Yours,tt0086551
2455,43,3.0,Confidentially Yours,tt0086551
2455,48,2.5,Confidentially Yours,tt0086551
2455,66,3.0,Confidentially Yours,tt0086551
2455,73,4.0,Confidentially Yours,tt0086551
2455,75,4.5,Confidentially Yours,tt0086551
2455,95,4.0,Confidentially Yours,tt0086551
2455,102,3.0,Confidentially Yours,tt0086551
2455,105,3.0,Confidentially Yours,tt0086551
2455,118,4.0,Confidentially Yours,tt0086551
2455,119,3.0,Confidentially Yours,tt0086551
2455,130,3.0,Confidentially Yours,tt0086551
2455,155,4.0,Confidentially Yours,tt0086551
2455,157,4.5,Confidentially Yours,tt0086551
2455,165,3.0,Confidentially Yours,tt0086551
2455,167,5.0,Confidentially Yours,tt0086551
2455,199,4.0,Confidentially Yours,tt0086551
2455,212,2.0,Confidentially Yours,tt0086551
2455,214,4.0,Confidentially Yours,tt0086551
2455,299,5.0,Confidentially Yours,tt0086551
2455,303,3.5,Confidentially Yours,tt0086551
2455,306,4.0,Confidentially Yours,tt0086551
2455,310,2.5,Confidentially Yours,tt0086551
2455,346,1.0,Confidentially Yours,tt0086551
2455,355,4.5,Confidentially Yours,tt0086551
2455,363,3.0,Confidentially Yours,tt0086551
2455,380,4.0,Confidentially Yours,tt0086551
2455,395,2.0,Confidentially Yours,tt0086551
2455,401,5.0,Confidentially Yours,tt0086551
2455,461,4.0,Confidentially Yours,tt0086551
2455,463,4.0,Confidentially Yours,tt0086551
2455,468,2.5,Confidentially Yours,tt0086551
2455,482,2.0,Confidentially Yours,tt0086551
2455,518,4.0,Confidentially Yours,tt0086551
2455,533,2.0,Confidentially Yours,tt0086551
2455,544,4.5,Confidentially Yours,tt0086551
2455,546,1.0,Confidentially Yours,tt0086551
2455,547,4.0,Confidentially Yours,tt0086551
2455,560,4.0,Confidentially Yours,tt0086551
2455,564,5.0,Confidentially Yours,tt0086551
2455,599,3.5,Confidentially Yours,tt0086551
2455,606,2.0,Confidentially Yours,tt0086551
2455,624,3.0,Confidentially Yours,tt0086551
2455,626,3.0,Confidentially Yours,tt0086551
17,2,5.0,The Dark,tt0411267
17,9,4.0,The Dark,tt0411267
17,15,3.0,The Dark,tt0411267
17,18,4.0,The Dark,tt0411267
17,44,2.0,The Dark,tt0411267
17,57,5.0,The Dark,tt0411267
17,67,4.0,The Dark,tt0411267
17,70,4.0,The Dark,tt0411267
17,74,4.0,The Dark,tt0411267
17,86,5.0,The Dark,tt0411267
17,93,4.0,The Dark,tt0411267
17,99,3.0,The Dark,tt0411267
17,121,5.0,The Dark,tt0411267
17,122,3.0,The Dark,tt0411267
17,161,5.0,The Dark,tt0411267
17,162,4.0,The Dark,tt0411267
17,172,4.0,The Dark,tt0411267
17,182,3.0,The Dark,tt0411267
17,211,4.0,The Dark,tt0411267
17,212,3.5,The Dark,tt0411267
17,220,5.0,The Dark,tt0411267
17,224,5.0,The Dark,tt0411267
17,232,5.0,The Dark,tt0411267
17,233,5.0,The Dark,tt0411267
17,240,4.0,The Dark,tt0411267
17,268,3.0,The Dark,tt0411267
17,280,5.0,The Dark,tt0411267
17,283,2.5,The Dark,tt0411267
17,284,1.0,The Dark,tt0411267
17,294,4.0,The Dark,tt0411267
17,306,4.0,The Dark,tt0411267
17,308,4.0,The Dark,tt0411267
17,311,2.0,The Dark,tt0411267
17,312,3.0,The Dark,tt0411267
17,319,3.0,The Dark,tt0411267
17,338,4.0,The Dark,tt0411267
17,358,5.0,The Dark,tt0411267
17,361,5.0,The Dark,tt0411267
17,371,4.5,The Dark,tt0411267
17,382,4.0,The Dark,tt0411267
17,385,3.0,The Dark,tt0411267
17,390,4.0,The Dark,tt0411267
17,391,4.0,The Dark,tt0411267
17,396,4.0,The Dark,tt0411267
17,408,4.0,The Dark,tt0411267
17,413,3.0,The Dark,tt0411267
17,431,5.0,The Dark,tt0411267
17,434,5.0,The Dark,tt0411267
17,447,3.0,The Dark,tt0411267
17,452,4.0,The Dark,tt0411267
17,461,4.5,The Dark,tt0411267
17,463,4.0,The Dark,tt0411267
17,465,5.0,The Dark,tt0411267
17,468,3.5,The Dark,tt0411267
17,472,4.0,The Dark,tt0411267
17,484,5.0,The Dark,tt0411267
